taxa	Length
s__Fusobacterium_A sp900555845	2190589.0
s__Fusobacterium_A mortiferum	1836630.0
s__Fusobacterium_A sp900549465	1995240.0
s__Fusobacterium_A sp900555485	2381585.0
s__Fusobacterium_A sp900015295	1959286.0
g__Fusobacterium_B	1913849.7
s__Fusobacterium_B sp900541465	2046378.666666667
t__HRGM_Genome_3522	2138816.0
t__HRGM_Genome_3523	1950384.0
t__HRGM_Genome_3528	2049936.0
s__Fusobacterium_B sp900554355	1411115.0
s__Fusobacterium_B sp900542625	2339352.0
s__Fusobacterium_B sp900545035	1844851.0
s__Fusobacterium_B sp900554885	2595353.0
g__Cetobacterium_A	2805159.333333333
s__Cetobacterium_A somerae	3068248.0
f__Leptotrichiaceae	1459015.8
g__Leptotrichia	1645901.5
s__Leptotrichia wadei	1473797.0
g__Sneathia	1334425.333333333
s__Sneathia amnii	1228854.0
s__Sneathia sanguinegens	1245505.0
p__Firmicutes_A	2407276.8877917416
c__Clostridia	2491003.955624355
o__Oscillospirales	2210607.7657864518
f__Acutalibacteraceae	2081993.933333333
g__Ruminococcus_E	2112059.833333333
s__Ruminococcus_E bromii_A	2155170.0
s__Ruminococcus_E sp900543095	1880579.0
s__Ruminococcus_E sp003521625	2042501.0
s__Ruminococcus_E bromii	2185766.5
t__HRGM_Genome_1832	2151595.0
t__HRGM_Genome_1837	2219938.0
s__Ruminococcus_E bromii_B	1939935.333333333
t__HRGM_Genome_1838	1984520.0
t__HRGM_Genome_1839	2026021.0
t__HRGM_Genome_1836	1809265.0
s__Ruminococcus_E sp002493635	2103818.0
s__Ruminococcus_E sp003438075	2565811.0
s__Ruminococcus_E sp003526955	2199283.0
t__HRGM_Genome_1833	2026568.0
t__HRGM_Genome_1835	2371998.0
s__Ruminococcus_E sp900314705	2120899.0
t__HRGM_Genome_3270	2132910.0
t__HRGM_Genome_3271	2108888.0
g__An172	1998072.0
s__An172 sp002160515	2081481.0
g__UMGS403	2321784.5
s__UMGS403 sp900540275	2597744.0
s__UMGS403 sp900540865	2536943.0
s__UMGS403 sp900541565	2094770.0
s__UMGS403 sp900541975	2057681.0
g__CAG-964	2094402.333333333
s__CAG-964 sp000435335	2081181.0
g__GCA-900066995	1983048.5
s__GCA-900066995 sp900291955	2416064.0
g__Clostridium_A	2689328.4
s__Clostridium_A leptum	2954661.333333333
t__HRGM_Genome_2259	2716256.0
t__HRGM_Genome_2257	3104058.0
t__HRGM_Genome_2258	3043670.0
g__UMGS1224	1139688.0
s__UMGS1224 sp900549775	1139688.0
g__CAG-557	1217394.0
s__CAG-557 sp000435275	1217394.0
g__UMGS1491	1090890.25
s__UMGS1491 sp900554335	927667.0
s__UMGS1491 sp900554775	1026515.0
s__UMGS1491 sp900552265	1119698.0
g__Caproiciproducens	3280472.0
s__Caproiciproducens sp000752215	3737722.0
s__Caproiciproducens sp900546895	2823222.0
g__Anaeromassilibacillus	2826011.5
s__Anaeromassilibacillus sp001305115	2911745.0
s__Anaeromassilibacillus sp002159845	2740278.0
g__UBA4871	2009189.0
s__UBA4871 sp900554535	2409721.0
g__An200	2864024.0
s__An200 sp900550095	2686801.0
s__An200 sp003268275	3014016.0
g__Clostridium_E	2751990.0
s__Clostridium_E sporosphaeroides	2812533.0
s__Clostridium_E jeddahense	3613503.0
s__Clostridium_E merdae	2748860.0
g__UMGS1071	1778553.4
s__UMGS1071 sp900541905	1972448.0
s__UMGS1071 sp900542375	2130526.0
s__UMGS1071 sp900548305	1794671.0
g__Acutalibacter	2710925.3529411764
s__Acutalibacter sp000435395	2667279.0
s__Acutalibacter sp900543555	2684074.0
s__Acutalibacter sp900548545	2330954.0
s__Acutalibacter sp000432995	2596092.0
s__Acutalibacter sp900543305	2487718.0
s__Acutalibacter timonensis	3980075.0
t__HRGM_Genome_1229	3671597.0
t__HRGM_Genome_1230	4288553.0
g__UBA945	2303090.0
s__UBA945 sp900549675	2303090.0
g__Ruminococcus_H	2452603.0
s__Ruminococcus_H sp900549945	2813640.0
s__Ruminococcus_H sp900552925	2407755.0
s__Ruminococcus_H sp003531055	2376870.0
g__UBA5905	1956132.0
s__UBA5905 sp002437905	2006126.0
s__UBA5905 sp004558485	1798758.0
s__UBA5905 sp900549155	2138143.0
g__UMGS1487	1923599.75
s__UMGS1487 sp900552225	2107758.0
g__UMGS856	2854345.0
s__UMGS856 sp900546265	3636319.0
g__UMGS1858	2410950.333333333
s__UMGS1858 sp900555705	1773026.0
g__UMGS1474	2017312.666666667
s__UMGS1474 sp900547105	2239460.0
s__UMGS1474 sp900552115	2231746.0
g__UMGS1623	2355190.0
s__UMGS1623 sp900553255	2600374.0
s__UMGS1623 sp900553525	2046001.0
g__UMGS1397	2598433.333333333
s__UMGS1397 sp900551425	2476067.0
g__Marseille-P4683	2720267.0
s__Marseille-P4683 sp900232885	2720267.0
g__CAG-177	2018539.666666667
s__CAG-177 sp000431775	2259768.0
s__CAG-177 sp003514385	2208348.0
s__CAG-177 sp003538135	2314164.0
g__CAG-488	2186282.166666666
s__CAG-488 sp000434055	2227584.0
s__CAG-488 sp000434915	2247196.0
s__CAG-488 sp003486665	2138170.0
s__CAG-488 sp900554995	2291044.0
s__CAG-488 sp900539465	2212369.0
g__UBA1691	2518380.6
s__UBA1691 sp002320555	2260187.0
s__UBA1691 sp900549825	2343519.0
s__UBA1691 sp900544375	2710592.0
s__UBA1691 sp900544715	2797749.0
s__UBA1691 sp900552985	2479856.0
g__UMGS263	2478899.0
s__UMGS263 sp900540535	2478899.0
g__UMGS1839	1976012.0
s__UMGS1839 sp900555545	1976012.0
g__CAG-180	1789126.0
s__CAG-180 sp900540295	1909791.0
s__CAG-180 sp900545625	1925341.0
s__CAG-180 sp000432435	1923611.0
s__CAG-180 sp004556705	1857870.0
g__RUG420	2160614.0
s__RUG420 sp900542575	2160614.0
g__UBA1227	1729387.0
s__UBA1227 sp900545655	1729387.0
g__UBA6857	2049220.5
s__UBA6857 sp900555805	1721573.0
g__UBA1081	2308524.0
s__UBA1081 sp900543395	2308524.0
g__DTU089_A	2016646.0
s__DTU089_A sp002440045	1935424.0
g__RUG806	2443711.0
s__RUG806 sp900313475	2443711.0
g__Eubacterium_R	1853200.0
s__Eubacterium_R coprostanoligenes	1944101.0
s__Eubacterium_R sp900539325	1828862.0
s__Eubacterium_R sp900539165	1764558.0
s__Eubacterium_R sp900542875	1727677.0
s__Eubacterium_R sp900548085	1615034.0
s__Eubacterium_R sp003526845	1975847.0
s__Eubacterium_R sp900544515	1833273.0
s__Eubacterium_R sp002493325	2141975.0
s__Eubacterium_R sp000434995	1877486.0
s__Eubacterium_R sp000436835	2069247.0
s__Eubacterium_R sp900540235	2075653.0
s__Eubacterium_R sp900539425	2070552.0
s__Eubacterium_R sp900547915	2286791.0
s__Eubacterium_R sp900546785	2038651.0
s__Eubacterium_R sp000431535	2168907.0
s__Eubacterium_R sp900539845	2282853.0
s__Eubacterium_R sp000433975	2111303.0
s__Eubacterium_R sp900539775	1755797.0
s__Eubacterium_R sp900540305	2037503.0
s__Eubacterium_R sp900543795	1751837.0
s__Eubacterium_R sp900555015	1209559.0
g__CAG-217	2017393.5
s__CAG-217 sp000436335	1937017.0
s__CAG-217 sp900547275	2097770.0
g__UMGS905	1879582.0
s__UMGS905 sp900540085	1776420.0
s__UMGS905 sp900546735	1982744.0
g__UBA737	1697983.15
s__UBA737 sp900543215	1763227.0
s__UBA737 sp002431945	2120040.0
s__UBA737 sp900547305	2338223.0
s__UBA737 sp900549755	1876873.0
s__UBA737 sp900549055	1748444.0
s__UBA737 sp900547445	1558058.0
s__UBA737 sp900554525	1653947.0
s__UBA737 sp900547095	1605062.0
g__UMGS1279	1963350.5
s__UMGS1279 sp900550315	2106167.0
g__UMGS172	1972754.0
s__UMGS172 sp900539855	1972754.0
g__UMGS1532	1747376.0
s__UMGS1532 sp900552605	1747376.0
g__UMGS577	1983140.0
s__UMGS577 sp900543525	1983140.0
g__UMGS1484	1647465.0
s__UMGS1484 sp900552285	1804736.0
g__UMGS1976	1336699.333333333
s__UMGS1976 sp900556765	1619445.0
g__UMGS1690	1761366.5
s__UMGS1690 sp900554165	1777222.0
f__Ruminococcaceae	2382415.6618357487
g__Ruminococcus	2198341.1818181816
s__Ruminococcus sp900545125	2337720.0
s__Ruminococcus sp900540005	2373085.0
s__Ruminococcus sp002362135	2441352.0
s__Ruminococcus sp002438605	2341596.0
g__Ruminococcus_C	2477056.272727273
s__Ruminococcus_C callidus	2957724.0
s__Ruminococcus_C sp000980705	2425360.0
s__Ruminococcus_C sp900545285	2234911.0
s__Ruminococcus_C sp000437175	2279760.0
s__Ruminococcus_C sp000437255	2305947.0
s__Ruminococcus_C sp000433635	2508735.0
g__UBA5884	2138506.5
s__UBA5884 sp900551505	2102268.0
g__UBA1394	2569339.333333333
s__UBA1394 sp900538575	2438245.0
s__UBA1394 sp900066845	2376708.0
s__UBA1394 sp900554975	2893065.0
g__Ruminococcus_F	2573208.0
s__Ruminococcus_F champanellensis	2573208.0
g__UMGS363	2532844.0
s__UMGS363 sp900543105	2697227.0
s__UMGS363 sp900550695	2273272.0
s__UMGS363 sp900541495	2415256.0
g__UMGS1889	2449453.0
s__UMGS1889 sp900556055	2612851.0
g__CAG-353	2953447.5
s__CAG-353 sp900066885	3052732.0
g__Ruminococcus_D	2181768.4
s__Ruminococcus_D bicirculans	2769695.0
s__Ruminococcus_D sp900539095	2406243.0
s__Ruminococcus_D sp900539835	1989530.0
s__Ruminococcus_D sp900543145	2355088.0
s__Ruminococcus_D sp000434695	2340138.0
g__UMGS1601	1946281.666666667
s__UMGS1601 sp900545345	2017717.0
s__UMGS1601 sp900553335	1985528.0
g__UBA1409	2224372.0
s__UBA1409 sp002491605	1856420.0
s__UBA1409 sp900553675	2560840.0
s__UBA1409 sp002338885	1874565.0
g__CAG-115	2645971.875
s__CAG-115 sp003516865	2115917.0
s__CAG-115 sp002492075	2629881.0
s__CAG-115 sp000432175	2653439.0
s__CAG-115 sp003507295	3087109.0
s__CAG-115 sp003531585	2638970.0
g__Ruminiclostridium_E	2379065.625
s__Ruminiclostridium_E siraeum	2689432.0
s__Ruminiclostridium_E sp900539195	2672388.0
s__Ruminiclostridium_E sp003512525	2739679.0
s__Ruminiclostridium_E sp900556525	2289773.0
g__Massilimaliae	2756898.0
s__Massilimaliae timonensis	2756898.0
g__UBA1375	1723966.666666667
s__UBA1375 sp002305795	1966575.0
g__UBA866	2128808.5
s__UBA866 sp900543295	2579093.0
g__UMGS1826	2220803.333333333
s__UMGS1826 sp900555435	2340074.0
g__Massilioclostridium	3231876.5
s__Massilioclostridium methylpentosum	3478423.0
s__Massilioclostridium coli	2985330.0
g__QAMM01	2184176.333333333
s__QAMM01 sp003150405	2498756.0
s__QAMM01 sp900552945	2159275.0
g__Angelakisella	2101931.666666666
s__Angelakisella sp003453215	1802380.0
s__Angelakisella sp900547385	2038387.0
s__Angelakisella sp900552845	1860542.0
s__Angelakisella sp004557855	2001721.0
s__Angelakisella massiliensis	2893696.0
g__D5	2208319.5
s__D5 sp900113995	2494884.0
g__Anaerotruncus	3054495.0
s__Anaerotruncus rubiinfantis	3306065.0
s__Anaerotruncus colihominis	3194715.0
s__Anaerotruncus massiliensis	3091800.0
g__UMGS1668	1802977.0
s__UMGS1668 sp900553955	1837167.0
g__Harryflintia	3084227.0
s__Harryflintia acetispora	3084227.0
g__Phocea	2119536.0
s__Phocea massiliensis	2119536.0
g__UMGS966	1977040.0
s__UMGS966 sp900547185	2044752.0
g__Negativibacillus	2112864.0
s__Negativibacillus sp000435195	2183392.0
s__Negativibacillus sp900547455	2741834.0
s__Negativibacillus massiliensis	2394493.0
s__Negativibacillus sp900547015	1929003.0
g__UBA3818	1716568.333333333
s__UBA3818 sp900557155	1834693.0
g__Bittarella	3084735.0
s__Bittarella massiliensis	3084735.0
g__Neobitarella	3260545.0
s__Neobitarella massiliensis	3260545.0
g__UMGS599	2046279.0
s__UMGS599 sp900543705	2046279.0
g__Faecalibacterium	2500415.8378378376
s__Faecalibacterium prausnitzii_D	2645343.0
t__HRGM_Genome_0127	2830308.0
t__HRGM_Genome_0120	2479056.0
t__HRGM_Genome_0111	2626665.0
s__Faecalibacterium sp900539885	2401470.0
s__Faecalibacterium prausnitzii_F	2423712.0
s__Faecalibacterium sp900539945	2460696.0
s__Faecalibacterium prausnitzii_M	2081808.0
s__Faecalibacterium prausnitzii	2884366.0
t__HRGM_Genome_0114	2641349.0
t__HRGM_Genome_0105	3127383.0
s__Faecalibacterium prausnitzii_J	2724245.0
s__Faecalibacterium sp003449675	2686912.0
s__Faecalibacterium prausnitzii_H	2852528.0
s__Faecalibacterium prausnitzii_E	3389503.0
s__Faecalibacterium sp900551435	2696714.0
s__Faecalibacterium prausnitzii_C	2732467.5
t__HRGM_Genome_0123	2807257.0
t__HRGM_Genome_0112	2701054.0
t__HRGM_Genome_0124	2712452.0
t__HRGM_Genome_0117	2709107.0
s__Faecalibacterium prausnitzii_I	2745360.0
s__Faecalibacterium prausnitzii_G	2768731.6
t__HRGM_Genome_0108	2833887.0
t__HRGM_Genome_0116	2574626.0
t__HRGM_Genome_0115	2852939.0
t__HRGM_Genome_0121	2846185.0
t__HRGM_Genome_0106	2736021.0
s__Faecalibacterium sp900540455	2335657.0
g__Gemmiger	2445007.535714286
s__Gemmiger formicilis	2859530.666666666
t__HRGM_Genome_3364	3012248.0
t__HRGM_Genome_3357	2860778.0
t__HRGM_Genome_3356	2705566.0
s__Gemmiger sp900554145	2037611.0
s__Gemmiger sp900540775	2792015.0
s__Gemmiger sp900540595	2675268.0
s__Gemmiger variabilis_B	2015028.0
s__Gemmiger sp900539695	2528284.0
s__Gemmiger variabilis_A	2095140.0
s__Gemmiger sp900556255	1427844.0
s__Gemmiger variabilis	3245471.0
s__Gemmiger sp900545545	2618954.0
s__Gemmiger sp900548355	2500538.0
s__Gemmiger qucibialis	2463546.0
s__Gemmiger sp004555405	2454584.0
g__SFJ001	2035699.5
s__SFJ001 sp004555865	2031602.0
g__Fournierella	2916174.2
s__Fournierella sp002159185	3485007.0
s__Fournierella massiliensis	3829505.0
s__Fournierella sp004558145	2570464.0
s__Fournierella sp900543285	3496226.0
g__Ruthenibacterium	2806244.75
s__Ruthenibacterium sp003149955	2687276.0
s__Ruthenibacterium sp900546885	2423666.0
s__Ruthenibacterium lactatiformans	3962601.0
g__Pygmaiobacter	2027855.333333333
s__Pygmaiobacter massiliensis	2608342.0
f__Oscillospiraceae	2270459.3768115942
g__CAG-83	2013169.4516129037
s__CAG-83 sp000435555	2175221.333333333
t__HRGM_Genome_2236	2167667.0
t__HRGM_Genome_2221	2054133.0
t__HRGM_Genome_2218	2303864.0
s__CAG-83 sp900551995	1750876.0
s__CAG-83 sp003487665	1807406.0
s__CAG-83 sp900554275	2344913.0
s__CAG-83 sp900556015	1726782.0
s__CAG-83 sp900550585	2194494.0
s__CAG-83 sp900551355	1764633.0
s__CAG-83 sp900547745	2112387.0
s__CAG-83 sp900545495	2052192.0
s__CAG-83 sp900545585	2115250.5
t__HRGM_Genome_2231	2094645.0
t__HRGM_Genome_2222	2135856.0
s__CAG-83 sp900552725	2495318.0
s__CAG-83 sp900555735	2511389.0
s__CAG-83 sp900548615	2535016.0
s__CAG-83 sp003539495	2090458.0
s__CAG-83 sp900549395	2055891.0
s__CAG-83 sp900550615	1731276.0
s__CAG-83 sp900313295	1885592.0
s__CAG-83 sp000435975	2100652.0
s__CAG-83 sp001916855	2010770.0
s__CAG-83 sp000431575	1824029.0
s__CAG-83 sp900552475	2082138.0
g__ER4	2023643.3076923082
s__ER4 sp900550165	1949954.0
s__ER4 sp900552015	2119939.0
s__ER4 sp000765235	2550715.0
t__HRGM_Genome_2113	2344661.0
t__HRGM_Genome_2115	2756769.0
s__ER4 sp900546295	1836342.0
s__ER4 sp900556145	1665260.0
s__ER4 sp003522105	1950565.0
s__ER4 sp900317525	2186107.5
t__HRGM_Genome_2117	2198693.0
t__HRGM_Genome_2111	2173522.0
s__ER4 sp900552375	1735632.0
g__Oscillibacter	2499894.5
s__Oscillibacter welbionis	2739062.0
s__Oscillibacter sp900556925	1852523.0
s__Oscillibacter sp900551885	1881272.0
s__Oscillibacter sp900554425	2712038.0
s__Oscillibacter sp900546705	2037614.0
s__Oscillibacter sp900548505	2273918.0
s__Oscillibacter sp000436875	2532664.0
s__Oscillibacter sp900544955	2795503.0
s__Oscillibacter sp001916835	2031516.0
s__Oscillibacter sp900544105	2171635.0
s__Oscillibacter sp900544615	2174241.0
s__Oscillibacter sp900550685	2361384.0
s__Oscillibacter sp900542115	1963579.0
s__Oscillibacter ruminantium	2326356.0
s__Oscillibacter sp004553545	2483254.0
g__UMGS1872	2416502.333333333
s__UMGS1872 sp900549475	2497629.0
s__UMGS1872 sp900555795	2286303.0
g__Flavonifractor	2526467.0
s__Flavonifractor sp002161085	2101507.0
s__Flavonifractor plautii	4030172.0
s__Flavonifractor sp002161215	2550716.0
s__Flavonifractor sp900549795	2624853.0
s__Flavonifractor sp900199495	1136343.0
s__Flavonifractor sp900549565	3706118.0
g__Pseudoflavonifractor	3870196.5
s__Pseudoflavonifractor capillosus	3929849.0
g__Intestinimonas	2803023.166666666
s__Intestinimonas butyriciproducens	3376475.0
s__Intestinimonas sp900540545	3584489.0
s__Intestinimonas massiliensis	3105129.0
g__Marseille-P3106	2392548.0
s__Marseille-P3106 sp900169975	2105294.0
s__Marseille-P3106 sp900543935	2679802.0
g__UBA9475	2244311.5
s__UBA9475 sp900549885	2826346.0
s__UBA9475 sp900554075	1465513.0
g__Lawsonibacter	2618047.9545454546
s__Lawsonibacter sp003478995	3124708.0
s__Lawsonibacter sp900549405	2180128.0
s__Lawsonibacter sp900550705	1673871.0
s__Lawsonibacter sp900066645	2891162.0
s__Lawsonibacter sp000177015	3197355.0
s__Lawsonibacter sp900553135	2409533.0
s__Lawsonibacter sp900545895	2632082.5
t__HRGM_Genome_1135	2584709.0
t__HRGM_Genome_1144	2679456.0
s__Lawsonibacter sp900066825	2280212.5
t__HRGM_Genome_1134	2308371.0
t__HRGM_Genome_1133	2252054.0
s__Lawsonibacter asaccharolyticus	3453778.0
g__Evtepia	2363592.333333333
s__Evtepia sp004554585	2200233.0
s__Evtepia sp900546255	2543660.0
s__Evtepia gabavorous	2494407.0
s__Evtepia sp004556345	2156810.0
g__NK3B98	1814513.6
s__NK3B98 sp003150485	1220212.0
s__NK3B98 sp900545815	2064605.0
g__UMGS1766	2347387.75
s__UMGS1766 sp900554855	2047646.0
g__CAG-110	2210851.404761905
s__CAG-110 sp000434635	2477350.0
s__CAG-110 sp900546075	2790388.0
s__CAG-110 sp900554625	2131833.0
s__CAG-110 sp900544945	2672842.0
s__CAG-110 sp900540635	2758193.0
t__HRGM_Genome_2687	2730308.0
t__HRGM_Genome_2685	2786078.0
s__CAG-110 sp900556935	2358769.0
s__CAG-110 sp900547405	2402689.0
s__CAG-110 sp900549495	2193767.0
s__CAG-110 sp900549705	2683696.0
s__CAG-110 sp900553805	2436088.0
s__CAG-110 sp900544405	2306376.0
s__CAG-110 sp900544975	2762977.0
s__CAG-110 sp000435995	2568452.0
s__CAG-110 sp900546915	2789984.0
s__CAG-110 sp900546415	2026981.0
s__CAG-110 sp900548795	1762327.0
s__CAG-110 sp900551495	1869310.0
s__CAG-110 sp003525905	2199384.0
s__CAG-110 sp900544705	2188329.333333333
t__HRGM_Genome_2156	2192873.0
t__HRGM_Genome_2157	2198914.0
t__HRGM_Genome_2158	2173201.0
s__CAG-110 sp900554705	2091034.0
g__CAG-170	2219615.214285714
s__CAG-170 sp900545925	3036745.0
s__CAG-170 sp000432135	2537318.0
s__CAG-170 sp002404795	2239520.0
s__CAG-170 sp900553545	2081510.0
s__CAG-170 sp900555665	1720775.0
s__CAG-170 sp003516765	2026069.0
s__CAG-170 sp900549635	2272062.0
s__CAG-170 sp000436735	2100411.0
s__CAG-170 sp900548625	2097840.0
g__UBA1777	2163145.111111111
s__UBA1777 sp003150355	2260931.0
s__UBA1777 sp900549485	2556104.0
s__UBA1777 sp900549865	2283296.0
s__UBA1777 sp900546515	2307981.0
s__UBA1777 sp900547315	2231364.0
s__UBA1777 sp900549645	2022533.0
s__UBA1777 sp900549545	2112314.0
s__UBA1777 sp002320035	2306396.0
g__F23-B02	1859966.166666667
s__F23-B02 sp001916715	1992540.0
s__F23-B02 sp002472405	1996302.0
s__F23-B02 sp900545805	1856951.0
s__F23-B02 sp004553495	1707423.0
s__F23-B02 sp900556535	1923088.0
s__F23-B02 sp004557075	2264247.0
s__F23-B02 sp000431075	1810687.0
s__F23-B02 sp003533405	2013479.0
s__F23-B02 sp004556755	1809480.0
g__CAG-103	1939323.8571428568
s__CAG-103 sp000432375	1961384.0
s__CAG-103 sp900317855	1982760.0
s__CAG-103 sp900543625	2057684.5
t__HRGM_Genome_1960	2009088.0
t__HRGM_Genome_1958	2106281.0
s__CAG-103 sp004556965	1859156.0
g__UBA5446	2364073.846153846
s__UBA5446 sp900545405	2548917.0
s__UBA5446 sp900546485	2730364.0
s__UBA5446 sp900544295	2612508.0
s__UBA5446 sp004553625	2631198.0
s__UBA5446 sp900546615	2646561.0
s__UBA5446 sp900543085	2418429.0
s__UBA5446 sp900544765	2563577.0
g__UBA738	1886836.6
s__UBA738 sp003522945	2262929.0
s__UBA738 sp004557735	1976528.0
f__Butyricicoccaceae	2210619.1333333333
g__Agathobaculum	2168780.0
s__Agathobaculum desmolans	1733245.0
s__Agathobaculum sp900291975	2999081.0
s__Agathobaculum sp900555465	1641197.0
s__Agathobaculum sp900557315	1767761.0
s__Agathobaculum sp003481705	2881618.0
s__Agathobaculum sp900544475	2355413.0
s__Agathobaculum butyriciproducens	2558861.0
g__Butyricicoccus	2419733.4
s__Butyricicoccus pullicaecorum	3325721.0
s__Butyricicoccus sp900547195	2967061.0
g__Butyricicoccus_A	2343503.0
s__Butyricicoccus_A sp002395695	2280051.0
g__UMGS1384	2376838.0
s__UMGS1384 sp900551265	2376838.0
g__UBA4644	2004424.0
s__UBA4644 sp900555855	2182975.0
g__AM07-15	2407478.6
s__AM07-15 sp003477405	3018774.0
f__QAMX01	2279278.5
g__QAMX01	2279278.5
s__QAMX01 sp003149835	2366800.0
s__QAMX01 sp004555605	2191757.0
f__CAG-272	2052864.0
g__CAG-448	2217742.5
s__CAG-448 sp000433415	2169338.0
s__CAG-448 sp003150135	2266147.0
g__UMGS1865	2493940.2
s__UMGS1865 sp900547725	2693683.0
s__UMGS1865 sp900555785	1978468.0
g__UMGS1002	1852437.4
s__UMGS1002 sp900547565	2085116.0
g__Firm-07	1766854.0
s__Firm-07 sp900548735	1867000.0
g__CAG-390	2183273.25
s__CAG-390 sp000437015	2251507.0
s__CAG-390 sp003523225	2427904.0
g__UMGS1815	1882987.8
s__UMGS1815 sp900550625	2118898.0
s__UMGS1815 sp900555345	1964531.0
g__UMGS1696	2177038.4
s__UMGS1696 sp900554225	2890305.0
g__UMGS902	1958310.333333333
s__UMGS902 sp003343845	2115875.0
s__UMGS902 sp900546635	2178918.0
g__UBA1740	1617668.666666667
s__UBA1740 sp004558975	1589582.0
g__UMGS874	3336494.0
s__UMGS874 sp900546315	3654278.0
g__UMGS1225	2373977.0
s__UMGS1225 sp900549725	1914248.0
g__UBA11512	1917437.0
s__UBA11512 sp003522145	1917437.0
g__UMGS911	2212837.833333333
s__UMGS911 sp003343545	2438668.0
s__UMGS911 sp900545935	2168286.0
s__UMGS911 sp900546695	2116279.0
g__UMGS2055	1767468.0
s__UMGS2055 sp900557635	1767468.0
g__CAG-272	2146728.0
s__CAG-272 sp000433515	2413053.0
s__CAG-272 sp900556615	1880403.0
g__QALR01	1997339.5
s__QALR01 sp900542425	1834398.0
s__QALR01 sp900552255	2126520.0
s__QALR01 sp900553085	2148581.0
g__UMGS731	2038964.0
s__UMGS731 sp900544985	2038964.0
g__CAG-724	1907359.0
s__CAG-724 sp003524145	2012746.0
s__CAG-724 sp900551005	1926204.0
g__CAG-841	1715281.333333333
s__CAG-841 sp900544285	1993474.0
s__CAG-841 sp002479075	1427918.0
s__CAG-841 sp000437375	1724452.0
f__CAG-382	2212549.066666667
g__UBA1206	2236942.0
s__UBA1206 sp000433115	2606465.0
g__SFLA01	1658319.0
s__SFLA01 sp004553575	1658319.0
